platform_key,platform_label,section,command,description,type
netscalersdx,NetScaler SDX,Backplane,show backplane throughput,Shows backplane throughput,show
netscalersdx,NetScaler SDX,Backplane,show backplane errors,Shows backplane errors,show
netscalersdx,NetScaler SDX,Backplane,show backplane health,Shows backplane health summary,show
netscalersdx,NetScaler SDX,SSL Chips,show sslchip,Shows SSL chip allocation,show
netscalersdx,NetScaler SDX,SSL Chips,show sslchip -detail,Shows detailed SSL chip allocation,show
netscalersdx,NetScaler SDX,SSL Chips,show sslchip stats,Shows SSL chip statistics,show
netscalersdx,NetScaler SDX,SSL Chips,show sslchip stats -detail,Shows detailed SSL chip statistics,show
netscalersdx,NetScaler SDX,SSL Chips,show sslchip mapping,Shows VPX SSL chip mapping,show
netscalersdx,NetScaler SDX,SSL Chips,show sslchip mapping -detail,Shows detailed mapping info,show
netscalersdx,NetScaler SDX,SSL Chips,show sslchip health,Shows SSL chip health,show
netscalersdx,NetScaler SDX,SSL Chips,show sslchip utilization,Shows SSL chip utilization,show
netscalersdx,NetScaler SDX,SSL Chips,show sslchip utilization -detail,Shows detailed SSL chip utilization,show
netscalersdx,NetScaler SDX,CPU,show cpu,Shows CPU usage summary,show
netscalersdx,NetScaler SDX,CPU,show cpu -detail,Shows detailed CPU usage,show
netscalersdx,NetScaler SDX,CPU,show cpu cores,Lists CPU cores,show
netscalersdx,NetScaler SDX,CPU,show cpu cores -detail,Shows detailed core info,show
netscalersdx,NetScaler SDX,CPU,show cpu allocation,Shows VPX CPU allocation,show
netscalersdx,NetScaler SDX,CPU,show cpu allocation -detail,Shows detailed CPU allocation,show
netscalersdx,NetScaler SDX,CPU,show cpu health,Shows CPU health,show
netscalersdx,NetScaler SDX,CPU,show cpu temperature,Shows CPU temperature,show
netscalersdx,NetScaler SDX,CPU,show cpu frequency,Shows CPU frequency scaling,show
netscalersdx,NetScaler SDX,CPU,show cpu interrupts,Shows CPU interrupt statistics,show
netscalersdx,NetScaler SDX,Memory,show memory,Shows memory usage summary,show
netscalersdx,NetScaler SDX,Memory,show memory -detail,Shows detailed memory usage,show
netscalersdx,NetScaler SDX,Memory,show memory allocation,Shows VPX memory allocation,show
netscalersdx,NetScaler SDX,Memory,show memory allocation -detail,Shows detailed memory allocation,show
netscalersdx,NetScaler SDX,Memory,show memory hugepages,Shows hugepage usage,show
netscalersdx,NetScaler SDX,Memory,show memory health,Shows memory health,show
netscalersdx,NetScaler SDX,Memory,show memory errors,Shows memory errors,show
netscalersdx,NetScaler SDX,Memory,show memory dimms,Shows DIMM information,show
netscalersdx,NetScaler SDX,Memory,show memory dimms -detail,Shows detailed DIMM info,show
netscalersdx,NetScaler SDX,Memory,show memory thermal,Shows memory thermal readings,show
netscalersdx,NetScaler SDX,VPX,show vpx,Lists all VPX instances,show
netscalersdx,NetScaler SDX,VPX,show vpx <name>,Shows details for a VPX instance,show
netscalersdx,NetScaler SDX,VPX,show vpx -detail,Shows detailed VPX configuration,show
netscalersdx,NetScaler SDX,VPX,show vpx status,Shows VPX power and health status,show
netscalersdx,NetScaler SDX,VPX,show vpx status -detail,Shows detailed VPX status,show
netscalersdx,NetScaler SDX,VPX,show vpx resources,Shows VPX resource allocation,show
netscalersdx,NetScaler SDX,VPX,show vpx resources -detail,Shows detailed VPX resource allocation,show
netscalersdx,NetScaler SDX,VPX,show vpx cpu,Shows VPX CPU allocation,show
netscalersdx,NetScaler SDX,VPX,show vpx memory,Shows VPX memory allocation,show
netscalersdx,NetScaler SDX,VPX,show vpx disk,Shows VPX disk allocation,show
netscalersdx,NetScaler SDX,VPX,show vpx network,Shows VPX network interfaces,show
netscalersdx,NetScaler SDX,VPX,show vpx network -detail,Shows detailed VPX network info,show
netscalersdx,NetScaler SDX,VPX,show vpx sslchips,Shows VPX SSL chip allocation,show
netscalersdx,NetScaler SDX,VPX,show vpx sslchips -detail,Shows detailed SSL chip allocation,show
netscalersdx,NetScaler SDX,VPX,show vpx throughput,Shows VPX throughput statistics,show
netscalersdx,NetScaler SDX,VPX,show vpx health,Shows VPX health summary,show
netscalersdx,NetScaler SDX,VPX,show vpx alarms,Shows VPX alarms,show
netscalersdx,NetScaler SDX,VPX,show vpx logs,Shows VPX logs,show
netscalersdx,NetScaler SDX,VPX,show vpx license,Shows VPX license info,show
netscalersdx,NetScaler SDX,VPX,show vpx version,Shows VPX firmware version,show
netscalersdx,NetScaler SDX,VPX Lifecycle,add vpx <name> -cpu <n> -memory <mb> -disk <gb>,Creates a new VPX instance,show
netscalersdx,NetScaler SDX,VPX Lifecycle,add vpx <name> -profile <profile>,Creates VPX using a profile,show
netscalersdx,NetScaler SDX,VPX Lifecycle,add vpx <name> -image <image>,Creates VPX from image,show
netscalersdx,NetScaler SDX,VPX Lifecycle,delete vpx <name>,Deletes a VPX instance,show
netscalersdx,NetScaler SDX,VPX Lifecycle,start vpx <name>,Starts a VPX instance,show
netscalersdx,NetScaler SDX,VPX Lifecycle,stop vpx <name>,Stops a VPX instance,show
netscalersdx,NetScaler SDX,VPX Lifecycle,restart vpx <name>,Restarts a VPX instance,show
netscalersdx,NetScaler SDX,VPX Lifecycle,reset vpx <name>,Resets VPX to factory defaults,show
netscalersdx,NetScaler SDX,VPX Lifecycle,upgrade vpx <name> -image <image>,Upgrades VPX firmware,show
netscalersdx,NetScaler SDX,VPX Lifecycle,clone vpx <src> <dst>,Clones a VPX instance,show
netscalersdx,NetScaler SDX,VPX Lifecycle,resize vpx <name> -cpu <n>,Changes VPX CPU allocation,show
netscalersdx,NetScaler SDX,VPX Lifecycle,resize vpx <name> -memory <mb>,Changes VPX memory allocation,show
netscalersdx,NetScaler SDX,VPX Lifecycle,resize vpx <name> -disk <gb>,Changes VPX disk allocation,show
netscalersdx,NetScaler SDX,VPX Lifecycle,bind vpx <name> -network <net>,Binds VPX to a network,show
netscalersdx,NetScaler SDX,VPX Lifecycle,unbind vpx <name> -network <net>,Unbinds VPX from a network,show
netscalersdx,NetScaler SDX,VPX Lifecycle,bind vpx <name> -sslchip <chip>,Assigns SSL chip to VPX,show
netscalersdx,NetScaler SDX,VPX Lifecycle,unbind vpx <name> -sslchip <chip>,Removes SSL chip from VPX,show
netscalersdx,NetScaler SDX,VPX Lifecycle,bind vpx <name> -vlan <id>,Assigns VLAN to VPX,show
netscalersdx,NetScaler SDX,VPX Lifecycle,unbind vpx <name> -vlan <id>,Removes VLAN from VPX,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx interface,Lists VPX interfaces,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx interface <name>,Shows interface details,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx interface stats,Shows interface statistics,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx interface stats -detail,Shows detailed interface stats,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx vlan,Lists VPX VLANs,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx vlan <id>,Shows VLAN details,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx channel,Lists VPX link aggregation channels,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx channel <id>,Shows channel details,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx lacp,Shows LACP status,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx lacp -detail,Shows detailed LACP info,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx throughput,Shows VPX throughput,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx throughput -detail,Shows detailed throughput,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx packetdrops,Shows packet drops,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx packetdrops -detail,Shows detailed packet drop info,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx ip,Shows VPX IP configuration,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx ip6,Shows VPX IPv6 configuration,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx route,Shows VPX routing table,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx arp,Shows VPX ARP table,show
netscalersdx,NetScaler SDX,VPX Networking,show vpx ndp,Shows VPX IPv6 neighbor table,show
netscalersdx,NetScaler SDX,VPX Provisioning,show vpx image,Lists VPX images,show
netscalersdx,NetScaler SDX,VPX Provisioning,show vpx image <name>,Shows image details,show
netscalersdx,NetScaler SDX,VPX Provisioning,add vpx image <name> -file <file>,Uploads VPX image,show
netscalersdx,NetScaler SDX,VPX Provisioning,delete vpx image <name>,Deletes VPX image,show
netscalersdx,NetScaler SDX,VPX Provisioning,show vpx profile,Lists VPX profiles,show
netscalersdx,NetScaler SDX,VPX Provisioning,show vpx profile <name>,Shows profile details,show
netscalersdx,NetScaler SDX,VPX Provisioning,add vpx profile <name> -cpu <n> -memory <mb>,Creates VPX profile,show
netscalersdx,NetScaler SDX,VPX Provisioning,delete vpx profile <name>,Deletes VPX profile,show
netscalersdx,NetScaler SDX,VPX Provisioning,show vpx template,Lists VPX templates,show
netscalersdx,NetScaler SDX,VPX Provisioning,show vpx template <name>,Shows template details,show
netscalersdx,NetScaler SDX,VPX Provisioning,add vpx template <name> -image <image>,Creates VPX template,show
netscalersdx,NetScaler SDX,VPX Provisioning,delete vpx template <name>,Deletes VPX template,show
netscalersdx,NetScaler SDX,VM Management,show vm,Lists all VMs on SDX,show
netscalersdx,NetScaler SDX,VM Management,show vm <name>,Shows VM details,show
netscalersdx,NetScaler SDX,VM Management,show vm -detail,Shows detailed VM info,show
netscalersdx,NetScaler SDX,VM Management,start vm <name>,Starts a VM,show
netscalersdx,NetScaler SDX,VM Management,stop vm <name>,Stops a VM,show
netscalersdx,NetScaler SDX,VM Management,restart vm <name>,Restarts a VM,show
netscalersdx,NetScaler SDX,VM Management,reset vm <name>,Resets a VM,show
netscalersdx,NetScaler SDX,VM Management,delete vm <name>,Deletes a VM,show
netscalersdx,NetScaler SDX,VM Management,clone vm <src> <dst>,Clones a VM,show
netscalersdx,NetScaler SDX,VM Management,show vm cpu,Shows VM CPU allocation,show
netscalersdx,NetScaler SDX,VM Management,show vm memory,Shows VM memory allocation,show
netscalersdx,NetScaler SDX,VM Management,show vm disk,Shows VM disk allocation,show
netscalersdx,NetScaler SDX,VM Management,show vm network,Shows VM network interfaces,show
netscalersdx,NetScaler SDX,VM Management,resize vm <name> -cpu <n>,Resizes VM CPU,show
netscalersdx,NetScaler SDX,VM Management,resize vm <name> -memory <mb>,Resizes VM memory,show
netscalersdx,NetScaler SDX,VM Management,resize vm <name> -disk <gb>,Resizes VM disk,show
netscalersdx,NetScaler SDX,VM Management,bind vm <name> -network <net>,Binds VM to network,show
netscalersdx,NetScaler SDX,VM Management,unbind vm <name> -network <net>,Unbinds VM from network,show
netscalersdx,NetScaler SDX,VM Management,show vm health,Shows VM health summary,show
netscalersdx,NetScaler SDX,VM Management,show vm alarms,Shows VM alarms,show
netscalersdx,NetScaler SDX,VM Management,show vm logs,Shows VM logs,show
netscalersdx,NetScaler SDX,VM Management,show vm throughput,Shows VM throughput,show
netscalersdx,NetScaler SDX,VM Management,show vm throughput -detail,Shows detailed VM throughput,show
netscalersdx,NetScaler SDX,VM Management,show vm packetdrops,Shows VM packet drops,show
netscalersdx,NetScaler SDX,VM Management,show vm packetdrops -detail,Shows detailed packet drop info,show
netscalersdx,NetScaler SDX,XenServer,show xenserver,Shows XenServer summary,show
netscalersdx,NetScaler SDX,XenServer,show xenserver version,Shows XenServer version,show
netscalersdx,NetScaler SDX,XenServer,show xenserver patches,Lists installed patches,show
netscalersdx,NetScaler SDX,XenServer,show xenserver patches -detail,Shows detailed patch info,show
netscalersdx,NetScaler SDX,XenServer,show xenserver hosts,Lists XenServer hosts,show
netscalersdx,NetScaler SDX,XenServer,show xenserver hosts -detail,Shows detailed host info,show
netscalersdx,NetScaler SDX,XenServer,show xenserver vms,Lists all Xen VMs,show
netscalersdx,NetScaler SDX,XenServer,show xenserver vms -detail,Shows detailed VM info,show
netscalersdx,NetScaler SDX,XenServer,show xenserver storage,Shows storage repositories,show
netscalersdx,NetScaler SDX,XenServer,show xenserver storage -detail,Shows detailed storage info,show
netscalersdx,NetScaler SDX,XenServer,show xenserver network,Shows XenServer networks,show
netscalersdx,NetScaler SDX,XenServer,show xenserver network -detail,Shows detailed network info,show
netscalersdx,NetScaler SDX,XenServer,show xenserver pifs,Shows physical interfaces,show
netscalersdx,NetScaler SDX,XenServer,show xenserver vifs,Shows virtual interfaces,show
netscalersdx,NetScaler SDX,XenServer,show xenserver bonds,Shows NIC bonding,show
netscalersdx,NetScaler SDX,XenServer,show xenserver bridges,Shows network bridges,show
netscalersdx,NetScaler SDX,XenServer,show xenserver logs,Shows XenServer logs,show
netscalersdx,NetScaler SDX,XenServer,show xenserver health,Shows XenServer health summary,show
netscalersdx,NetScaler SDX,XenServer CLI,xe host-list,Lists Xen hosts,show
netscalersdx,NetScaler SDX,XenServer CLI,xe vm-list,Lists VMs,show
netscalersdx,NetScaler SDX,XenServer CLI,xe vm-list params=all,Shows detailed VM info,show
netscalersdx,NetScaler SDX,XenServer CLI,xe vm-start uuid=<uuid>,Starts a VM,show
netscalersdx,NetScaler SDX,XenServer CLI,xe vm-shutdown uuid=<uuid>,Gracefully shuts down VM,show
netscalersdx,NetScaler SDX,XenServer CLI,xe vm-reboot uuid=<uuid>,Reboots VM,show
netscalersdx,NetScaler SDX,XenServer CLI,xe vm-reset uuid=<uuid>,Hard resets VM,show
netscalersdx,NetScaler SDX,XenServer CLI,xe vm-snapshot uuid=<uuid> new-name-label=<name>,Creates VM snapshot,show
netscalersdx,NetScaler SDX,XenServer CLI,xe vm-disk-list uuid=<uuid>,Lists VM disks,show
netscalersdx,NetScaler SDX,XenServer CLI,xe vm-disk-add uuid=<uuid> disk-size=<size>,Adds disk to VM,show
netscalersdx,NetScaler SDX,XenServer CLI,xe vm-disk-remove uuid=<uuid> disk-id=<id>,Removes disk from VM,show
netscalersdx,NetScaler SDX,XenServer CLI,xe pif-list,Lists physical NICs,show
netscalersdx,NetScaler SDX,XenServer CLI,xe vif-list,Lists virtual NICs,show
netscalersdx,NetScaler SDX,XenServer CLI,xe network-list,Lists networks,show
netscalersdx,NetScaler SDX,XenServer CLI,xe sr-list,Lists storage repositories,show
netscalersdx,NetScaler SDX,XenServer CLI,xe sr-scan uuid=<uuid>,Scans storage repository,show
netscalersdx,NetScaler SDX,XenServer CLI,xe host-cpu-info,Shows CPU info,show
netscalersdx,NetScaler SDX,XenServer CLI,xe host-memory-list,Shows memory info,show
netscalersdx,NetScaler SDX,XenServer CLI,xe host-param-list uuid=<uuid>,Shows host parameters,show
netscalersdx,NetScaler SDX,Xen Hypervisor,xl list,Lists running Xen domains,show
netscalersdx,NetScaler SDX,Xen Hypervisor,xl top,Shows real-time VM usage,show
netscalersdx,NetScaler SDX,Xen Hypervisor,xl dmesg,Shows hypervisor logs,show
netscalersdx,NetScaler SDX,Xen Hypervisor,xl info,Shows hypervisor info,show
netscalersdx,NetScaler SDX,Xen Hypervisor,xl vcpu-list,Lists vCPUs,show
netscalersdx,NetScaler SDX,Xen Hypervisor,xl vcpu-pin <domid> <vcpu> <pcpu>,Pins vCPU to pCPU,show
netscalersdx,NetScaler SDX,Xen Hypervisor,xl sched-credit,Shows credit scheduler info,show
netscalersdx,NetScaler SDX,Xen Hypervisor,xl sched-credit -d <domid>,Shows domain scheduler info,show
netscalersdx,NetScaler SDX,Xen Hypervisor,xl block-list <domid>,Lists block devices,show
netscalersdx,NetScaler SDX,Xen Hypervisor,xl network-list <domid>,Lists network interfaces,show
netscalersdx,NetScaler SDX,Xen Hypervisor,xl shutdown <domid>,Shuts down domain,show
netscalersdx,NetScaler SDX,Xen Hypervisor,xl reboot <domid>,Reboots domain,show
netscalersdx,NetScaler SDX,Xen Hypervisor,xl destroy <domid>,Destroys domain,show
